Column,title,source_document_url,type,actor-name,language,published_at,length
144,Innbyggerundersøkelsen 2017 - Hva mener innbyggerne?,https://dfo.no/sites/default/files/fagomr%C3%A5der/Rapporter/Rapporter-Difi/difi-rapport_2017_6_innbyggerundersokelsen_2017_hva_mener_innbyggerne.pdf,Kartlegging,Direktoratet for forvaltning og IKT (DIFI)|Kantar,no,2017-01-01 20:14:00,116718
145,Evaluering av prøveprosjektet og det tverretatlige teamet ved Bjørgvin fengsel,,Evaluering,"Norsk institutt for forskning om oppvekst, velferd og aldring (NOVA)",nb,2015-01-01 00:00:00,355812
146,Et tjenesteområde i utvikling,https://www.regjeringen.no/contentassets/27936243e40b4da89c77d4892a7b8be8/210623_hovedrappot_evaluering_opptrappingsplan_rus.pdf,Evaluering,Forskningsstiftelsen fafo|SØA|Ipsos,no,2021-06-23 20:10:00,367860
147,Kollektivkapasitet og fortettingspotensial ,https://www.regjeringen.no/contentassets/b7f237d3439247d284830df0e7c8291b/kolletivtransportkapasitet_fortettingspotensial.pdf,Forhåndsutredning,Asplan Viak,no,2017-10-03 20:08:00,145630
148,Fortellinger om HMS,,Evaluering,NTNU - Norges teknisk-naturvitenskapelige universitet|NTNU samfunnsforskning,nb,2012-01-01 00:00:00,62882
149,Mobbing og arbeidsro i skolen,,Evaluering,NTNU - Norges teknisk-naturvitenskapelige universitet|NTNU samfunnsforskning,nb,2017-01-01 00:00:00,64258
150,Forsøk med NAV-veileder i videregående skole,,Evaluering,Arbeidsforskningsinstituttet (AFI),nb,2016-01-01 00:00:00,300825
151,Forenkling av utmarksforvaltningen,https://www.regjeringen.no/globalassets/upload/kmd/rega/rapporter_2014/rapport_faggruppe_utmarksforvaltning_2korr.pdf,Forhåndsutredning,Faggruppe,no,2014-03-12 20:06:00,106422
152,Nødnett,,Evaluering,Direktoratet for forvaltning og IKT (DIFI),nb,2008-01-01 00:00:00,260784
153,"Analyse av transport og 
fremstilling av varetektsinnsatte",https://www.politiet.no/globalassets/04-aktuelt-tall-og-fakta/transport-varektektsinsatte/transport.pdf,Forhåndsutredning,Politidirektoratet|POD,no,2015-01-12 20:05:00,91586
154,Pappa i fengsel,,Evaluering,Høgskolen i Østfold,nb,2006-01-01 00:00:00,124766
155,Evaluering av regjeringens nasjonale integreringskonferanse,https://www.regjeringen.no/contentassets/fec6587be934412f846aa9ec70875ecc/evaluering-av-regjeringens-integreringskonferansen-nova-notat-5-2020.pdf,Evaluering,"Norsk institutt for forskning om oppvekst, velferd og aldring (NOVA)",no,2021-08-04 20:10:00,83025
156,Intercitystrekningene,,KVU/KS1/KS2,Transportøkonomisk institutt (TØI)|Dovre Group,nb,2013-01-01 00:00:00,314152
157,Utredning av mulige endringer i veil. til TEK10 vedr. Rømningsveier,https://dibk.no/globalassets/byggeregler/tek10-til-tek17/rapporter/utredning-2-av-3-av-mulige-endringer-i-veiledningen-til-tek10-vedr.-romningsveier_multiconsult_feb-2016.pdf,Forhåndsutredning,Multiconsult,no,2016-01-01 20:17:00,84642
158,Forsøksordning med utvidet fylkeskommunalt tilbud om tannhelsetjenester 2001-2003,,Evaluering,Evalueringskomité/Utvalg,nb,2004-01-01 00:00:00,367586
159,Evaluering av tilskudd til friluftsaktivitet for personer med innvandrerbakgrunn,,Evaluering,Menon Economics,nb,2018-01-01 00:00:00,117914
160,Evaluering av tiltak mot sosial dumping,,Evaluering,Forskningsstiftelsen fafo,nb,2011-01-01 00:00:00,524881
161,Lange spor i velferdsforskningen: En analyse av Forskningsrådets programmer for velferd og arbeidsliv fra 2000-2014,,Evaluering,NIFU STEP,nb,2019-01-01 00:00:00,214350
162,"Behov for data til kunstig
intelligens i helsetjenesten",https://www.ehelse.no/publikasjoner/behov-for-data-til-kunstig-intelligens-i-helsetjenesten/_/attachment/download/7899608c-82da-41ca-af2d-1521950c8727:918f8c75fcde332c6ba19c3cde60abd9017b1dcd/Innsiktsrapport%20Behov%20for%20data%20til%20kunstig%20intelligens%20i%20helsetjenesten%20v1%20(1).pdf,Forhåndsutredning,Direktoratet for e-helse,no,2022-02-21 17:13:00,218368
163,Beboernes tilfredshet med nybygde boliger,,Evaluering,By- og regionforskningsinstituttet NIBR,nb,2008-01-01 00:00:00,252757
164,Litt vanskelig at alle skal med! : rapport 1,,Evaluering,"NIFU STEP|Norsk institutt for forskning om oppvekst, velferd og aldring (NOVA)",nb,2012-01-01 00:00:00,467149
165,Gjennomgang av grunnstønadsordningen,,Evaluering,Rambøll Management|PROBA Samfunnsanalyse,nb,2017-01-01 00:00:00,183222
166,Evaluering av persontransportmodeller,,Evaluering,ECON Pöyry,nb,2009-01-01 00:00:00,201336
167,Prosesskartlegging av bedriftsetablering,,Evaluering,Rambøll Management|KPMG,nb,2010-01-01 00:00:00,261276
168,Følgeevaluering av forsøk med ny ansvarsdeling mellom stat og kommune på barnevernsområdet,https://www.regjeringen.no/contentassets/b87f5a6b0e05436587c9110d2ae75884/folgeevaluering-av-forsok-med-ny-ansvarsfordeling-pa-barnevernomradet_endelig-rapport-01102019.pdf,Evaluering,Telemarksforsking|Deloitte,no,2019-07-10 20:10:00,352399
169,Statens vegvesens deling av informasjon fra ulykkesanalysearbeid (UAG),,Evaluering,Evalueringskomité/Utvalg,nb,2015-01-01 00:00:00,185304
170, Operasjon operanasjon,https://www.regjeringen.no/contentassets/80525fc071fd4ab598c15395bea98250/operasjon_operanasjon.pdf,Evaluering,Telemarksforsking,no,2016-04-05 20:08:00,297529
171,Bærekraftig og kompakt byutvikling,https://www.regjeringen.no/contentassets/95f6dfa196464da9b9dc9e9d3268f0d9/rapport_plansatsing_store_byer.pdf,Evaluering,Uni Research Rokkansenteret,no,2017-06-29 20:08:00,184694
172,Hvordan ivareta norsk og europeisk innhold i fremtiden?,https://www.nfi.no/statistikk/statistikk-analyse-og-rapporter/_/attachment/download/018daf64-aeaa-4f27-871b-6452e846574c:218d0fcbd5a587d986d076e3ac8aee5b8ad70654/Analyse%20av%20AMT-direktivet%20NFI%202017.pdf,Forhåndsutredning,NFI,no,2017-01-01 20:17:00,97991
173,Bosetting av flyktninger,,Evaluering,Telemarksforsking,nb,2009-01-01 00:00:00,177792
174,Evalueringen av Spesielle miljøtiltak i jordbruket (SMIL) ,,Evaluering,Telemarksforsking,nb,2009-01-01 00:00:00,200259
175,Studiebarometeret 2015 – gjennomføring og svarinngang,https://www.nokut.no/globalassets/studiebarometeret/2016/bakken_pal_studiebarometeret_2015_gjennomforing_svarinngang_2-2016.pdf,Kartlegging,Nasjonalt organ for kvalitet i utdanningen|NOKUT,no,2016-01-01 20:18:00,90924
176,"Forslag til endringer i
kravspesifikasjonen
for rå melk",https://www.landbruksdirektoratet.no/nb/filarkiv/rapporter/Forslag%20til%20endringer%20i%20kravspesifikasjonen%20for%20r%C3%A5%20melk_Rapport%20nr.%2015.2022.pdf/_/attachment/inline/11211cc7-bb6f-4ff3-bf22-c89f4ddba182:85f1be5ba22456794b8db90675059d2aa8679c5d/Forslag%20til%20endringer%20i%20kravspesifikasjonen%20for%20r%C3%A5%20melk_Rapport%20nr.%2015.2022.pdf,Forhåndsutredning,Landbruksdirektoratet,no,2022-03-03 17:13:00,101007
177,Evaluering av konkurransefremmede tiltak i prisutjevningsordningen for melk 2017,https://www.landbruksdirektoratet.no/nb/filarkiv/rapporter/prosjektresultater/Rapport%2023_2017_%20Evaluering%20av%20konkurransefremmende%20tiltak%20i%20prisutjevningsordningen%20for%20melk.pdf/_/attachment/inline/b50f4717-688c-485d-9c26-10f79dc7da4d:c54837f873c98e13e7b898205deadcd056070f3b/Rapport%2023_2017_%20Evaluering%20av%20konkurransefremmende%20tiltak%20i%20prisutjevningsordningen%20for%20melk.pdf,Evaluering,Landbruksdirektoratet,no,2017-01-01 20:17:00,313397
178,Etatsstyring i forsvarssektoren,,Evaluering,Universitetet i Oslo (UiO),nb,2015-01-01 00:00:00,84817
179,"Ny rapport om frivillige organisasjoners inntekter, utgifter og momsbelastning",https://www.regjeringen.no/no/dokumenter/ny-rapport-om-frivillige-organisasjoners/id543231/,Ukategorisert,International Research Institute of Stavanger (IRIS),nb,2009-01-21 00:00:00,248129
180,Driftsanalyse av politi og lensmannsetaten perioden 2002-2008,,Evaluering,Politidirektoratet|POD,nb,2010-01-01 00:00:00,177575
181,Evaluering av miljøplan,,Evaluering,Statens landbruksforvaltning,nb,2014-01-01 00:00:00,190833
182,Riksrevisjonens undersøkelse av arbeid med gevinstrealisering i statlige ikt-prosjekter,,Riksrevisjonsrapport,Riksrevisjonen,nb,2015-01-01 00:00:00,122468
183,Overvåking av elvemusling Margaritifera margaritifera i Norge,,Evaluering,Norsk institutt for naturforskning (NINA),nb,2007-01-01 00:00:00,137309
184,Tilskudd og rimelige lån til kjøp av egen bolig,,Evaluering,Norges byggforskningsinstitutt,nb,1996-01-01 00:00:00,213759
185,Regjeringens handlingsplan for universell utforming,https://www.regjeringen.no/contentassets/48ed7783842b410881a7da36ab530c72/no/pdfs/regjeringens-handlingsplan-uu.pdf,Strategi/plan,"Barne- og familiedepartementet (BFD)|Barne- og likestillingsdepartementet|Barne-, likestillings- og inkluderingsdepartementet",no,2016-02-02 20:08:00,76764
186,Inntekter og utgifter i hyttekommuner,https://www.regjeringen.no/contentassets/fbc2161f926e4d3ebb8e12ebfb3b213c/hytterapport.pdf,Kartlegging,Telemarksforsking,no,2015-11-02 20:07:00,214995
187,Opphold i asylmottak: Konsekvenser for levekår og integrering.,,Evaluering,Forskningsstiftelsen fafo,nb,2017-01-01 00:00:00,192548
188,Til hvilken pris? Om norske gradsstudenter i utlandet,https://diku.no/content/download/3221/file/Til%20hvilken%20pris%20-%20om%20norske%20gradsstudenter%20i%20utlandet.pdf,Studie,SIU,no,2016-01-01 20:20:00,196085
189,Nitrogen losses from agricultural areas,,Evaluering,Bioforsk jord og miljø,en,2012-01-01 00:00:00,58521
190,Ungdom og arbeidsmarkedstiltak II,,Evaluering,Antirasistisk senter,nb,2011-01-01 00:00:00,76848
191,PPUs relevans for undervisning i skolen,https://www.nokut.no/contentassets/9989482e51f1473786a8037c4b71b46d/lid_stein_erik_ppus_relevans_for_undervisning_i_skolen_2013_3.pdf,Kartlegging,Nasjonalt organ for kvalitet i utdanningen|NOKUT,no,2013-01-01 20:18:00,120036
192,"Riksrevisjonens undersøking av behandling og oppfølging av Vik-brevet i Kommunal- og regionaldepartementet (""Terra-saka"")",,Riksrevisjonsrapport,Riksrevisjonen,nn,2008-01-01 00:00:00,161679
193,Rekruttering til ledelse,,Evaluering,Arbeidsforskningsinstituttet (AFI),nb,2011-01-01 00:00:00,117479
194,"Cost-effectiveness of varenicline, bupropion and nicotine replacement therapy for smoking cessation",,Evaluering,Nasjonalt kunnskapssenter for helsetjenesten,en,2010-01-01 00:00:00,77943
195,Skole-til-jobb-overganger for ungdom uten fullført videregående skole. Langsiktige konsekvenser og heterogene effekter,,Evaluering,Institutt for samfunnsforskning (ISF),nb,2016-01-01 00:00:00,68018
196,"Evaluering av lektorutdanningene: 
Spørreundersøkelse om 
undervisning av lektorstudentene",https://www.nokut.no/globalassets/nokut/rapporter/ua/2022/evaluering-av-lektorutdanningene_undervisning-av-lektorstudentene_11-2022.pdf,Evaluering,Nasjonalt organ for kvalitet i utdanningen|NOKUT,no,2022-02-16 17:12:00,107115
197,Mengde og utslipp fra større deponier og forurenset grunn i Norge,,Evaluering,Norconsult,nb,2009-01-01 00:00:00,49989
198,"Tilslørt, virksom og treffsikker : evaluering av Bygdeutviklingsordningen = Targeted Policy for Investment in Agricultural Activities",,Evaluering,Norsk senter for bygdeforskning|Norsk institutt for landbruksøkonomisk forskning,nb,2009-01-01 00:00:00,361965
199,IKT-sikkerhet og uavhengighet,https://www.ptil.no/globalassets/fagstoff/prosjektrapporter/ikt-sikkerhet/ikt-sikkerhet-og-uavhengighet-2021.pdf,Studie,SINTEF,no,2022-10-01 17:16:00,151096
200,Samfunnsøkonomisk vurdering av tilskudd til miljøtiltak i havner,,Evaluering,Det Norske Veritas (DNV)|MENON Business Economics,nb,2016-01-01 00:00:00,97899
201,En døråpner innen kunstfeltet_x000D_,https://hkdir.no/content/download/5060/file/En%20d%C3%B8r%C3%A5pner%20innen%20kunstfeltet%20-%20Kandidatunders%C3%B8kelse.pdf,Studie,Ideas2evidence,no,2022-02-21 17:16:00,85298
202,Riksrevisjonens undersøkelse av myndighetenes innsats mot økonomisk kriminalitet,,Riksrevisjonsrapport,Riksrevisjonen,nb,2008-01-01 00:00:00,342257
203,I takt med tiden,,Evaluering,Evalueringskomité/Utvalg,nb,2015-01-01 00:00:00,136834
204,"Analys av avslutade penningtvättsärenden i 
Oslo polisdistrikt 2012 (Analyse av avsluttede hvitvaskingssaker i Oslo politidistrikt 2012) ",https://www.regjeringen.no/contentassets/b705da2bc75c4ee597b6c26d178a0894/hvitvasking_2014.pdf?id=2234649,Evaluering,Dan Magnusson,no,2014-03-26 00:00:00,102141
205,Miljømessige effekter av ulike behandlingsmetoder for hogstavfall ved hogst av sitkagran,,Evaluering,Bioforsk jord og miljø,nb,2012-01-01 00:00:00,96597
206,Norsk på arbeidsplassen,https://www.kompetansenorge.no/contentassets/dc66db8de9714d60a816787701580b85/norsk_pa_arbeidsplassen.pdf,Kartlegging,Vox,no,2015-08-31 20:07:00,161712
207,Vi får jo to ekstra hender,https://www.fafo.no/zoo-publikasjoner/fafo-rapporter/item/vi-far-jo-to-ekstra-hender,Ukategorisert,Forskningsstiftelsen fafo,nb,2007-01-01 00:00:00,149407
208,"Veiledning av nyutdannede lærere - evaluering av prosjektet, 2006",https://www.udir.no/tall-og-forskning/finn-forskning/rapporter/veiledning-av-nyutdannede-larere---evaluering-av-prosjektet-2006/,Evaluering,SINTEF,nb,2006-11-05 00:00:00,136967
209,Evaluering av Politidirektoratet,https://dfo.no/sites/default/files/fagomr%C3%A5der/Rapporter/Rapporter-Difi/difi-rapport-2013-3-evaluering-av-politidirektoratet.pdf,Evaluering,Direktoratet for forvaltning og IKT (DIFI),nb,2013-01-01 20:14:00,215083
210,Monitoring of the atmospheric ozone layer and natural ultraviolet radiation,,Evaluering,Norsk institutt for luftforskning (NILU),nb,2013-01-01 00:00:00,85626
211,PhD education in a knowledge society,,Evaluering,"Nordisk institutt for studier av innovasjon, forskning og utdanning (NIFU)",en,2012-01-01 00:00:00,387620
212,Regelverk og tilsynsmetodikk,https://www.ptil.no/globalassets/fagstoff/prosjektrapporter/ikt-sikkerhet/dnv-gl---regelverk-og-tilsynsmetodikk.pdf,Evaluering,DNV,no,2019-01-01 20:15:00,146470
213,Fremkommelighet for trikk og buss i Oslo og Akershus 2011 ,,Evaluering,Trafikanten,nb,2011-01-01 00:00:00,336159
214,Brukerundersøkelse 2006,,Evaluering,Markeds- og mediainstituttet,nb,2006-01-01 00:00:00,38594
215,Mer effektiv planrealisering ved fortetting og transformasjon i byer og tettsteder,https://www.regjeringen.no/contentassets/183739ea7be94ea5bbe9b108f8fe6fc8/arbeidsgruppe_fortetting_transformasjon.pdf,Evaluering,Arbeidsgruppe,no,2021-06-04 20:10:00,225311
216,End-review of Norwegian support to rural electrification projects in Uganda,,Evaluering,Multiconsult,en,2019-01-01 00:00:00,144331
217,Brukerevaluering Nødnett trinn 1,,Evaluering,Direktoratet for forvaltning og IKT (DIFI),nb,2011-01-01 00:00:00,81102
218,Mer frivillig innsats? Evaluering av ny tilskuddsordning til lokale idrettslag,,Evaluering,Rogalandsforskning,nb,2002-01-01 00:00:00,166037
219,Delrapport 1 fra evaluering av forsøk med halvårsvurdering med én eller to karakterer i norsk: Litteraturstudie,,Evaluering,NIFU STEP,nb,2015-01-01 00:00:00,303908
220,Regulering av smågrisproduksjon og utkjøp av svineprodusenter,https://www.regjeringen.no/contentassets/1e3b5339553e4e84a2e39e77b8a6e058/regulering-av-smagrisproduksjon-og-utkjop-av-svineprodusenter-rapp-24-2018-fra-ldir.pdf,Forhåndsutredning,Landbruksdirektoratet,no,2018-03-09 20:10:00,110407
221,Organisering av luftambulansetjenesten,https://www.regjeringen.no/contentassets/f01597ca73e648f3aab3a512f8c165e2/no/pdfs/organisering-av-luftambulansetjenesten.pdf,Forhåndsutredning,Ekspertgruppe,no,2021-03-22 20:11:00,414946
222,Samfunnsøkonomiske konsekvenser av omsorgssvikt og vold mot barn,,Evaluering,Vista Analyse ,nb,2017-01-01 00:00:00,201937
223,Globaliseringens effekt på transportmiddel- og korridorvalg til og fra Norge,,Evaluering,Transportøkonomisk institutt (TØI),nb,2008-01-01 00:00:00,376859
224,Utdanning og arbeidsmarkedet,https://www.regjeringen.no/contentassets/2ae51628f0af494db54b1770e53e0ae7/utdanning_kompetanse_materie_2.pdf,Kartlegging,Kunnskapsdepartementet (KD),no,2015-06-16 20:07:00,81959
225,Regjeringens tilbakeføringsgaranti,,Evaluering,By- og regionforskningsinstituttet NIBR,nb,2010-01-01 00:00:00,201416
226,Rom for en situasjonistisk kunst,,Evaluering,Knut Ove Arntzen,nb,2004-01-01 00:00:00,321112
227,Pasienterfaringer med norske sykehus i 2011: institusjonsvise erfaringer,,Evaluering,Nasjonalt kunnskapssenter for helsetjenesten,nb,2012-01-01 00:00:00,537709
228,Evaluering av brann i parkeringshus på Stavanger lufthavn Sola 7. januar 2020,https://dibk.no/globalassets/02.-om-oss/rapporter-og-publikasjoner/rise-rapport-2020_evaluering-av-brann-i-parkeringshus-pa-stavanger-lufthavn-sola.pdf,Evaluering,RISE,no,2020-01-01 20:19:00,245371
229,Merkostnader for godstransport i virkeområdet for distriktsrettet investeringsstøtte,https://www.regjeringen.no/contentassets/811c8aa620c04a779a3635e4406cf850/merkostnader_for_godstransport_-virkeomradet.pdf,Evaluering,Transportøkonomisk institutt (TØI),no,2015-08-28 20:07:00,130985
230,Justis og beredskap fra A til Å,https://www.regjeringen.no/contentassets/c4505ce1dc074e069b017e5298d3d8b2/justis-og-beredskap-fra-a-til-a.pdf,Statusrapport,Justis- og beredskapsdepartementet (JD)|Det kgl. justis- og politidepartement,no,2016-12-20 20:08:00,71475
231,Samfunnsøkonomisk analyse av farledsutbedring og utdyping i Ranfjorden innseiling,,Forhåndsutredning,Vista Analyse ,nb,2015-01-01 00:00:00,105125
232,Riksrevisjonens undersøkelse av tilskudd til naturmangfold og friluftsliv,,Riksrevisjonsrapport,Riksrevisjonen,nb,2013-01-01 00:00:00,146902
233,Evaluation series of NORHED Higher Education and Research for Development,,Evaluering,Development Portfolio Management Group (DPMG),en,2015-01-01 00:00:00,152468
234,"""Gode grep på veien til ny kommune""",,Evaluering,Telemarksforsking Bø|Deloitte,nb,2016-01-01 00:00:00,235043
235,Innsatt og utsatt,https://www.ldo.no/globalassets/_ldo_2019/03_ombudet-og-samfunnet/rapporter/soningsforhold/soningsrapport-web.pdf,Evaluering,Likestillings- og diskrimineringsombudet (LDO),no,2017-01-01 20:17:00,138978
236,Annual Performance Evaluation Report - 2010,,Evaluering,Mercer,en,2012-01-01 00:00:00,87813
237,Evaluering av Offentlige og Industrielle forsknings- og utviklingskontrakter,,Evaluering,ECON,nb,2007-01-01 00:00:00,266316
238,Norges fremtidige kompetansebehov,https://www.regjeringen.no/contentassets/c61e6331f0b14e42b0c211bf5fa4198a/norges-fremtidige-kompetansebehov_uu_f-4430.pdf,Kunnskapsoppsummering,Kunnskapsdepartementet (KD),no,2016-12-30 20:07:00,151729
239,En flat og fleksibel administrasjon i en hierarkisk vegetat,,Evaluering,Rogalandsforskning,nb,2005-01-01 00:00:00,102533
240,Kvalitetssikring (KS1) av Konseptvalgutredning (KVU) for Vegforbindelser øst for Oslo,https://www.regjeringen.no/contentassets/42a71614282c46c39fe4d8acf13f1fa4/ks1-av-kvu-veg-ost-for-oslo.pdf,KVU/KS1/KS2,Holte Consulting|A-2 Norge|Menon Economics,no,2020-10-16 20:11:00,155342
241,Evaluering av fondene for Øst-Europa og Nordvest-Russland,,Evaluering,ECON Pöyry,nb,2007-01-01 00:00:00,160169
242,Gjennomgang av de tariffavsatte kompetansemidlene i staten jf. HTA 2016-2018 pkt 5.3,https://dfo.no/sites/default/files/fagomr%C3%A5der/Rapporter/Rapporter-Difi/endelig_rapport_-_gjennomgang_av_de_tariffavsatte_kompetansemidlene_i_staten.pdf,Evaluering,Direktoratet for forvaltning og IKT (DIFI),no,2018-01-01 20:13:00,43856
