title;source_document_url;type;name;uuid;language;published_at;length
Spørsmål til Barnehage-Norge 2014;;Evaluering;Trøndelag forskning og utvikling;04f69515-1990-4798-80bb-cc4e6720be69;nob;2015-01-01 00:00:00;221232
"Riksrevisjonens undersøkelse om departementenes styringsinformasjon og rapportering til Stortinget på et tverrsektorielt område med barnefattigdom som eksempel
";https://www.riksrevisjonen.no/globalassets/rapporter/no-2019-2020/departementenesstyringsinfo.pdf;Riksrevisjonsrapport;Riksrevisjonen;04fe5c78-0779-4dfc-abe6-6b05d7a3b048;no;2019-10-08 17:09:44;169424
Godstransport og logistikk i byer;;Evaluering;TØI Transportøkonomisk Institutt|Transportøkonomisk institutt|Transportøkonomisk institutt (TØI)|TØI;0520bf02-d00f-41ca-b382-73e173db5fa1;nob;2008-01-01 00:00:00;225248
Forenklingspotensialet i statlige tilskuddsordninger for frivillige organisasjoner;https://www.regjeringen.no/contentassets/7f289c698d5c41138c2a112c59f4b943/rapport_forenklingspotensialet_i_statlige_tilskuddsordninger_for_frivillige_organisasjoner.pdf;Evaluering;KPMG;05239952-c2c5-4e9d-b6ee-9a8f27cdd2c8;no;2016-04-21 20:08:01;99756
Holdninger til innvandring og integrering i Norge;https://www.imdi.no/contentassets/9f6bf228de9342d2acd9b43063c49c63/integreringsbarometeret-2018-holdninger-til-innvandrere-og-integrering.pdf;Kartlegging;ISF;052c0622-919a-478c-beaa-e0f85fbfdc72;no;2018-01-01 20:17:09;310533
Rapport fra Nordgård-utvalget;;Evaluering;Agderforskning;0533816c-6103-42b1-a74b-34ab12c5614c;nob;2013-01-01 00:00:00;56017
Utvalgte lokaliteters egnethet for mottak, behandling og deponering av uorganisk farlig avfall;;Evaluering;Norconsult;05419cfb-2c68-414c-b9f0-361ce1089a7e;nob;2016-01-01 00:00:00;308057
Materialstrømanalyse av kvikksølv;;Evaluering;SCANDPOWER ;05572c61-dd53-4767-8cbb-317b4c000b8f;nob;1994-01-01 00:00:00;0
Bolig og folkehelse - hva er sammenhengen?;;Evaluering;Norsk institutt for by- og regionforskning|NIBR|Norsk institutt for by- og regionforskning (NIBR);0557f29e-56a7-4a04-ac0e-9ea13e0a852a;nob;2014-01-01 00:00:00;308130
Forskningsbarometeret 2015;https://www.regjeringen.no/contentassets/15e87f8e761343f18ba4ae389e7ac1e2/forskningsbarometeret-2015.pdf;Kartlegging;Kunnskapsdepartementet|KD|KD;0565b8f2-2d73-4c7f-b73c-83fd0e13735a;no;2015-05-05 20:07:00;245661
Tilgjengelighet for funksjonshemmede i kommunal arealplanlegging;;Evaluering;Norsk institutt for by- og regionforskning;056bbeba-a08f-4caf-ac4d-212969fdfc15;nob;2010-01-01 00:00:00;31613
Medievold avler vold;;Evaluering;Norsk institutt for forskning om oppvekst, velferd og aldring (NOVA);057922ab-000b-491b-91f0-96a8a02fe0a8;nob;2010-01-01 00:00:00;293557
"""Da ars møtte techne""";;Evaluering;Telemarksforsking, Bø;057a8099-68c3-455d-9ad9-3e56e144b3e1;nob;2009-01-01 00:00:00;126273
"Brannbelastning ved boring over innretning i ""cantilevermodus""";;Evaluering;Proactima;057bce6d-f121-44eb-934c-c9493d61bb96;nob;2014-01-01 00:00:00;111660
Studiebarometeret 2015: hovedtendenser;https://www.nokut.no/globalassets/studiebarometeret/2016/studiebarometeret_2015_hovedtendenser_1-2016.pdf;Kartlegging;Nasjonalt organ for kvalitet i utdanningen|NOKUT;0599acbe-e44d-4f5d-804d-ea9cafc5978b;no;2016-01-01 20:18:08;50188
Ny karriere eller ny barriere?;;Evaluering;Nordlandsforskning;05a7752f-4c64-4419-948b-b2cfa59a95e2;nob;2007-01-01 00:00:00;95449
Kvalitetssikring (KS2) av Stad skipstunnel;https://www.regjeringen.no/contentassets/3c03bde7f16c4246adcc9b57ca451172/ks2_stad_skipstunnel.pdf;KVU/KS1/KS2;Oslo Economics AS|Atkins Norge AS;05b9d3c4-a69e-413a-92e2-731491cd0e42;no;2018-05-30 20:11:26;230322
Bruksnytte av Nasjonalt kvalifikasjonsrammeverk for livslang læring (NKR);https://www.nokut.no/contentassets/40568ec86aab411ba43c5a880ae339b5/lillehammer_ane_b_bruksnytte_av_nasjonalt_kvalifikasjonsrammeverk_for_livslang_laring_nkt_2014.pdf;Statusrapport;Nasjonalt organ for kvalitet i utdanningen|NOKUT;05c7436a-4a82-486a-bb70-a21ba51484d5;no;2014-01-01 20:18:16;12604
Organisering, vilkår og hverdag i norske strippeklubber;;Evaluering;Forskningsstiftelsen fafo|Fafo;05c8963e-6ebf-4491-adcc-0bb9aab394d0;nob;2013-01-01 00:00:00;137413
Grønnere arbeidsplasser: Barnehagene i Leksvik;;Evaluering;Vista Analyse ;05ce38a6-682c-4ff4-a348-98287c4d6b52;nob;2014-01-01 00:00:00;124850
Institusjonstilbudet i barnevernet - sluttrapport;https://www.regjeringen.no/contentassets/f03d973e20604b828b07de478199c360/institusjonstilbudet_i_barnevernet_sluttrapport.pdf;Evaluering;Menon Economics;05cf45d1-ede9-4a1e-9d73-4cac9de365b6;no;2020-07-06 20:10:57;555003
Frivillighet i offentlige og offentlig finansierte kulturinstitusjoner;https://www.regjeringen.no/contentassets/d71050c456864c29908378c53b8d5d85/frivillighet-i-offentlige-og-offentlig-finansierte-kulturinstitusjoner---hovedrapport.pdf;Studie;Senter for forskning på sivilsamfunn og frivillig sektor;05e8381b-16c7-4f09-a04a-f5dd095bf4f7;no;2018-12-12 20:11:20;146365
Reaktivisering av uførepensjonister;;Evaluering;Forskningsstiftelsen fafo|Fafo;05ec1221-4af8-4e98-9a04-1f87009f0977;nob;2007-01-01 00:00:00;159405
"Tilbakemeldinger fra media på 
politiets informasjonsarbeid og 
mediehåndtering ifm 22. juli 2011";https://www.politiet.no/globalassets/04-aktuelt-tall-og-fakta/22-juli/tilbakemelding-fra-media.pdf;Studie;Geelmuyden.Kiese_x000D_;060e65ce-3590-4dfc-a62c-08b90cc99437;no;2012-02-14 20:05:52;73805
Forslag til produksjonsområder i norsk lakse- og ørretoppdrett;https://www.regjeringen.no/contentassets/9380b2e564e9433e830551b4e2baa823/omraderapport.pdf;Forhåndsutredning;Havforskningsinstituttet;06185a6c-ecbc-49c0-b44b-23c959a0ed30;no;2015-11-05 20:06:56;62794
Evaluering;;Evaluering;Rambøll Management Consulting ;061d7c1b-dc6c-42ce-9f96-1138e9fed8b7;nob;2011-01-01 00:00:00;187061
Philosophy and History of Ideas in Norway;;Evaluering;Internasjonalt sammensatt evalueringskomité;06256efe-be82-4ed6-a1a5-0f102a0f6e2a;eng;2010-01-01 00:00:00;274095
Ny giv i teatret – hva må til?;;Evaluering;Evalueringskomité/Utvalg;064fa1be-d6a6-4b92-b679-bfd6b97f7dfb;nob;2014-01-01 00:00:00;128376
OU-tinglysing;;Evaluering;Ingar Pettersen & Co;06548b19-8397-40de-84eb-837d0fa0a60b;nob;2007-01-01 00:00:00;107226
Evaluering av tilskuddsordningen for kommuner med ulverevir i Hedmark, Akershus og Østfold;;Evaluering;Menon Economics;06793e12-7411-4422-b113-6a2a943a94b9;nob;2020-01-01 00:00:00;143268
Riksrevisjonens undersøkelse av effektivitet i konsesjonsbehandlingen av fornybar energi;;Riksrevisjonsrapport;Riksrevisjonen;068db658-ed6c-40d6-9cfa-7db4174b67c4;nob;2014-01-01 00:00:00;228893
Eksport i norske regioner;https://www.regjeringen.no/contentassets/e29a92a11cd54e7eb996c50fabfbbe73/norsk_eksport_fra_regioner_menon.pdf;Kartlegging;Menon Economics;06950b6c-2306-4d55-aee9-7c0c166fd6df;no;2015-08-27 20:07:01;50142
Kvalitetssikring (KS2) rv. 555 Sotrasambandet;https://www.regjeringen.no/contentassets/a46ac71a722f4930aa08771be4bc3cfd/rapport-ks2-sotrasambandet.pdf;KVU/KS1/KS2;DNV GL AS|ÅF Advansia AS|Menon Business Economics AS;069dd729-ea67-4d35-a4de-38782a0030d6;no;2018-01-26 20:11:26;130881
Evaluation of the Health Results Innovation Trust Fund;;Evaluering;HLSP;06a7b540-3802-4971-8a28-e08bf7ffd0a0;eng;2012-01-01 00:00:00;507937
Norsk frivillighet: utviklingstrender og samfunnseffekter;https://www.regjeringen.no/contentassets/0beffc3f260c4b7cabf88c530f0a0197/avslutningsrapport_senter-for-forskning-paa-sivilsamfunn-og-frivillig-sektor-2013-2017.pdf;Kunnskapsoppsummering;Senter for forskning på sivilsamfunn og frivillig sekt;06aa0dd2-0cb7-45d0-9f86-0439f9ce8b0a;no;2017-11-13 20:08:28;213189
Entreprenørskap - evaluering av strategiplanen;https://www.udir.no/tall-og-forskning/finn-forskning/rapporter/evaluering-av-strategiplanen-for-entreprenorskap-2008/;Evaluering;Kunnskapsparken Bodø;06aa3b8d-1097-4101-98a3-cd4259d77608;nob;2008-10-14 00:00:00;322616
Bedre data for kollektivtransporten;https://www.regjeringen.no/globalassets/upload/sd/vedlegg/rapporter_og_planer/2014/toi_statrap_2014.pdf;Evaluering;TØI;06d10ae8-640b-46d7-88ae-3b3b57c01aec;no;2014-06-17 00:00:00;204441
Norwegian Government Pension Fund;;Evaluering;Investment Property Databank (IPD);06dc31a7-ac6e-4631-b56f-1901d65117bc;eng;2014-01-01 00:00:00;38705
Rapport fra Det tekniske beregningsutvalg for kommunal og fylkeskommunal økonomi - november 2020;https://www.regjeringen.no/contentassets/7e94c055b37041a68652e488d5e78b97/rapport-fra-det-tekniske-beregningsutvalg-for-kommunal-og-fylkeskommunal-okonomi-november-2020-til-publisering.pdf;Statusrapport;TBU;06e024da-37b5-4698-a7a3-9b264455a6fe;no;2020-11-19 20:11:30;617876
Samferdselspakke for Kristiansandsregionen;;KVU/KS1/KS2;Vista Analyse |Holte Consulting;06e63410-ef43-4178-b748-34e701e8db41;nob;2012-01-01 00:00:00;309798
Evaluering av to jernbanestrekninger;https://www.jernbanedirektoratet.no/contentassets/7544048f74f84259a93eb6c8addc7c1e/ua-rapport-89_2017_etterevaluering-av-to-jernbanestrekninger.pdf;Evaluering;Urbanet Analyse;06f3f8b1-dd6c-42ba-81ba-e45d642ba0cf;no;2017-06-01 20:05:44;226473
Evaluering av brann 9. juni 2007 i Sveio Omsorgssenter;https://dibk.no/globalassets/sikkerhet/evalueringsrapport-brann-i-sveio-omsorgssenter-2007.pdf;Evaluering;Direktoratet for samfunnssikkerhet og beredskap|DSB|BE;06f87d07-6b4f-4bd7-ada2-9531ed341a3f;no;2007-01-01 20:12:45;110847
Språkstrategiar i høgare utdanning;https://diku.no/content/download/3795/file/Dikus%20rapportserie%2003-2021%20Språkstrategiar%20i%20høgare%20utdanning.pdf;Evaluering;Direktoratet for internasjonalisering og kvalitetsutvikling i høyere utdanning (DIKU)|Senter for internasjonalisering av høyere utdanning|Diku|Direktoratet for internasjonalisering og kvalitetsutvikling i høyere utdanning;070d5248-bcb3-439f-bce5-a4626eb7e53f;no;2021-01-01 20:14:59;75571
Riksrevisjonens undersøkelse av effektivitet i offentlige tiltak til kollektivtrafikk - Oslopakke 2;;Riksrevisjonsrapport;Riksrevisjonen;0712f44b-07f4-4b14-bd4c-a1d84d01a388;nob;2006-01-01 00:00:00;333205
Administrative sanksjoner, reaksjoner og straff i akvakulturloven;;Evaluering;Evalueringskomité/Utvalg;07150f0f-6707-4135-90f4-472b84f879b4;nob;2012-01-01 00:00:00;324424
Norwegian Vocational Rehabilitation Programs:Improving Employability and Preventing Disability?;;Evaluering;Frischsenteret|Universitetet i Oslo, Økonomisk institutt;0715c156-9708-4b09-90df-280aadbc02f2;eng;2008-01-01 00:00:00;103032
Innbyggerundersøkelsen 2017 - Hva mener innbyggerne?;https://dfo.no/sites/default/files/fagomr%C3%A5der/Rapporter/Rapporter-Difi/difi-rapport_2017_6_innbyggerundersokelsen_2017_hva_mener_innbyggerne.pdf;Kartlegging;Direktoratet for forvaltning og IKT (DIFI)|Difi|Kantar;071d1a1b-325d-4963-b44e-8e5476748299;no;2017-01-01 20:14:47;116718
Evaluering av prøveprosjektet og det tverretatlige teamet ved Bjørgvin fengsel;;Evaluering;Norsk institutt for forskning om oppvekst, velferd og aldring (NOVA);075506b6-652e-4b85-b492-a771133a4867;nob;2015-01-01 00:00:00;355812
Et tjenesteområde i utvikling;https://www.regjeringen.no/contentassets/27936243e40b4da89c77d4892a7b8be8/210623_hovedrappot_evaluering_opptrappingsplan_rus.pdf;Evaluering;Forskningsstiftelsen fafo|Fafo|SØA|Ipsos;0777c237-49e6-459f-ae14-cd1c460e41c7;no;2021-06-23 20:10:55;367860
Kollektivkapasitet og fortettingspotensial ;https://www.regjeringen.no/contentassets/b7f237d3439247d284830df0e7c8291b/kolletivtransportkapasitet_fortettingspotensial.pdf;Forhåndsutredning;Asplan Vik;07aa9c9e-5b72-447a-8e6f-633d2089a080;no;2017-03-10 20:08:18;145630
Fortellinger om HMS;;Evaluering;[NTNU]|NTNU. Institutt for voksnes læring og rådgivningsvitenskap (IVRI)|NTNU|Norges teknisk-naturvitenskapelige universitet|Norges teknisk-naturvitenskapelige universitet. Forskningsenheten Voksne i livslang læring|C. Langås/NTNU|NTNU samfunnsforskning|Norges teknisk-naturvitenskapelige universitet, Fakultet for naturvitenskap og teknologi|A. Lindholm/NTNU|Norges teknisk-naturvitenskapelige universitet, Institutt for kjemi|Norges teknisk-naturvitenskapelige universitet (NTNU)|NTNU. Institutt for konstruksjonsteknikk|NIBR, NTNU;07ab5e25-71e5-4f68-b3d1-6ee49fee6fe5;nob;2012-01-01 00:00:00;62882
Mobbing og arbeidsro i skolen;;Evaluering;[NTNU]|NTNU. Institutt for voksnes læring og rådgivningsvitenskap (IVRI)|NTNU|Norges teknisk-naturvitenskapelige universitet|Norges teknisk-naturvitenskapelige universitet. Forskningsenheten Voksne i livslang læring|C. Langås/NTNU|NTNU samfunnsforskning|Norges teknisk-naturvitenskapelige universitet, Fakultet for naturvitenskap og teknologi|A. Lindholm/NTNU|Norges teknisk-naturvitenskapelige universitet, Institutt for kjemi|Norges teknisk-naturvitenskapelige universitet (NTNU)|NTNU. Institutt for konstruksjonsteknikk|NIBR, NTNU;07d1e0eb-ceb7-4363-8584-5e5900e20f8d;nob;2017-01-01 00:00:00;64258
Forsøk med NAV-veileder i videregående skole;;Evaluering;Arbeidsforskningsinstituttet (AFI);07eedb6b-e0e0-4912-b6d4-f5eb62a08af5;nob;2016-01-01 00:00:00;300825
Forenkling av utmarksforvaltningen;https://www.regjeringen.no/globalassets/upload/kmd/rega/rapporter_2014/rapport_faggruppe_utmarksforvaltning_2korr.pdf;Forhåndsutredning;Faggruppe;07f37180-4c1f-4409-a873-014ab671aa45;no;2014-12-03 20:06:15;106422
Nødnett;;Evaluering;Direktoratet for forvaltning og IKT;0801232f-0df4-44f8-8b81-836a472dcd00;nob;2008-01-01 00:00:00;260784
"Analyse av transport og 
fremstilling av varetektsinnsatte";https://www.politiet.no/globalassets/04-aktuelt-tall-og-fakta/transport-varektektsinsatte/transport.pdf;Forhåndsutredning;Politidirektoratet|POD;0803e687-4194-4222-b9e7-5fb24a103df7;no;2015-12-01 20:05:35;91586
Pappa i fengsel;;Evaluering;Høgskolen i Østfold;080a6475-3b86-4a85-962c-03d4bf1e7154;nob;2006-01-01 00:00:00;124766
Evaluering av regjeringens nasjonale integreringskonferanse;https://www.regjeringen.no/contentassets/fec6587be934412f846aa9ec70875ecc/evaluering-av-regjeringens-integreringskonferansen-nova-notat-5-2020.pdf;Evaluering;NOVA;0832e7e2-8771-408b-ab02-474e27b38d12;no;2021-04-08 20:10:59;83025
Intercitystrekningene;;KVU/KS1/KS2;TØI Transportøkonomisk Institutt|Dovre Group |Transportøkonomisk institutt|Transportøkonomisk institutt (TØI)|TØI;08473961-3763-43d9-b43e-91d47a2ba1b7;nob;2013-01-01 00:00:00;314152
Utredning av mulige endringer i veil. til TEK10 vedr. Rømningsveier;https://dibk.no/globalassets/byggeregler/tek10-til-tek17/rapporter/utredning-2-av-3-av-mulige-endringer-i-veiledningen-til-tek10-vedr.-romningsveier_multiconsult_feb-2016.pdf;Forhåndsutredning;Multiconsult;0849a6b4-6d82-4ddb-9cde-8c060008f845;no;2016-01-01 20:17:34;84642
Forsøksordning med utvidet fylkeskommunalt tilbud om tannhelsetjenester 2001-2003;;Evaluering;Evalueringskomité/Utvalg;08501b26-636f-4dda-8a2c-aa73f7d414e2;nob;2004-01-01 00:00:00;367586
Evaluering av tilskudd til friluftsaktivitet for personer med innvandrerbakgrunn;;Evaluering;Menon Economics;086aebd4-da32-4371-9edc-66361f4923c7;nob;2018-01-01 00:00:00;117914
Evaluering av tiltak mot sosial dumping;;Evaluering;Forskningsstiftelsen fafo|Fafo;086b07d5-4708-48d2-bbe3-6f97eea2feb0;nob;2011-01-01 00:00:00;524881
Lange spor i velferdsforskningen: En analyse av Forskningsrådets programmer for velferd og arbeidsliv fra 2000-2014;;Evaluering;NIFU STEP;0872e127-580c-4028-89fe-6ccdef37a22d;nob;2019-01-01 00:00:00;214350
"Behov for data til kunstig
intelligens i helsetjenesten";https://www.ehelse.no/publikasjoner/behov-for-data-til-kunstig-intelligens-i-helsetjenesten/_/attachment/download/7899608c-82da-41ca-af2d-1521950c8727:918f8c75fcde332c6ba19c3cde60abd9017b1dcd/Innsiktsrapport%20Behov%20for%20data%20til%20kunstig%20intelligens%20i%20helsetjenesten%20v1%20(1).pdf;Forhåndsutredning;Direktoratet for e-helse;08864555-60cb-4cb5-8421-c1b31fbdfab1;no;2022-02-21 17:13:59;218368
Beboernes tilfredshet med nybygde boliger;;Evaluering;Norsk institutt for by- og regionforskning;0896eaea-fb85-4572-87e8-b24df0cfe61f;nob;2008-01-01 00:00:00;252757
Litt vanskelig at alle skal med! : rapport 1;;Evaluering;NIFU STEP|Norsk institutt for forskning om oppvekst, velferd og aldring (NOVA);08a1e067-026d-4936-8609-8d1aa327a711;nob;2012-01-01 00:00:00;467149
Gjennomgang av grunnstønadsordningen;;Evaluering;Rambøll Management Consulting |PROBA Samfunnsanalyse;08a4b33d-60bb-481c-951d-b9b3f9ff24ff;nob;2017-01-01 00:00:00;183222
Evaluering av persontransportmodeller;;Evaluering;Econ Pöyry;08a7c733-8f28-43fd-a72a-214bc8cfea17;nob;2009-01-01 00:00:00;201336
Prosesskartlegging av bedriftsetablering;;Evaluering;Rambøll Management Consulting |KPMG;08a9b7f9-f396-4f10-ac3e-b72fb96cf061;nob;2010-01-01 00:00:00;261276
Følgeevaluering av forsøk med ny ansvarsdeling mellom stat og kommune på barnevernsområdet;https://www.regjeringen.no/contentassets/b87f5a6b0e05436587c9110d2ae75884/folgeevaluering-av-forsok-med-ny-ansvarsfordeling-pa-barnevernomradet_endelig-rapport-01102019.pdf;Evaluering;Telemarksforsking |Deloitte;08ae0542-5a77-4bc2-957a-2a1080b1ad2a;no;2019-10-07 20:10:42;352399
Statens vegvesens deling av informasjon fra ulykkesanalysearbeid (UAG);;Evaluering;Evalueringskomité/Utvalg;08bc8869-e21c-4238-9362-45faf1f02a5e;nob;2015-01-01 00:00:00;185304
 Operasjon operanasjon;https://www.regjeringen.no/contentassets/80525fc071fd4ab598c15395bea98250/operasjon_operanasjon.pdf;Evaluering;Telemarksforskning;08c7cc8a-9210-44a0-863d-0d194483d66c;no;2016-05-04 20:08:03;297529
Bærekraftig og kompakt byutvikling;https://www.regjeringen.no/contentassets/95f6dfa196464da9b9dc9e9d3268f0d9/rapport_plansatsing_store_byer.pdf;Evaluering;Uni Research Rokkansenteret;08d0ef54-2b4c-4307-9015-47c037212dc2;no;2017-06-29 20:08:07;184694
Hvordan ivareta norsk og europeisk innhold i fremtiden?;https://www.nfi.no/statistikk/statistikk-analyse-og-rapporter/_/attachment/download/018daf64-aeaa-4f27-871b-6452e846574c:218d0fcbd5a587d986d076e3ac8aee5b8ad70654/Analyse%20av%20AMT-direktivet%20NFI%202017.pdf;Forhåndsutredning;NFI;08d629f2-45aa-44a3-8636-5a8e831b39b3;no;2017-01-01 20:17:43;97991
Bosetting av flyktninger;;Evaluering;Telemarksforsking ;08ec163e-ead8-4479-99c8-e99b3a47e713;nob;2009-01-01 00:00:00;177792
Evalueringen av Spesielle miljøtiltak i jordbruket (SMIL) ;;Evaluering;Telemarksforsking ;08efa697-d449-4208-8ca2-87437afe40e4;nob;2009-01-01 00:00:00;200259
Studiebarometeret 2015 – gjennomføring og svarinngang;https://www.nokut.no/globalassets/studiebarometeret/2016/bakken_pal_studiebarometeret_2015_gjennomforing_svarinngang_2-2016.pdf;Kartlegging;Nasjonalt organ for kvalitet i utdanningen|NOKUT;0927e26c-43ac-4ac6-8204-46f60d3b08e5;no;2016-01-01 20:18:08;90924
"Forslag til endringer i
kravspesifikasjonen
for rå melk";https://www.landbruksdirektoratet.no/nb/filarkiv/rapporter/Forslag%20til%20endringer%20i%20kravspesifikasjonen%20for%20r%C3%A5%20melk_Rapport%20nr.%2015.2022.pdf/_/attachment/inline/11211cc7-bb6f-4ff3-bf22-c89f4ddba182:85f1be5ba22456794b8db90675059d2aa8679c5d/Forslag%20til%20endringer%20i%20kravspesifikasjonen%20for%20r%C3%A5%20melk_Rapport%20nr.%2015.2022.pdf;Forhåndsutredning;Landbruksdirektoratet;093284b8-9fe5-46e6-be5e-133bddbc5e97;no;2022-03-03 17:13:39;101007
Evaluering av konkurransefremmede tiltak i prisutjevningsordningen for melk 2017;https://www.landbruksdirektoratet.no/nb/filarkiv/rapporter/prosjektresultater/Rapport%2023_2017_%20Evaluering%20av%20konkurransefremmende%20tiltak%20i%20prisutjevningsordningen%20for%20melk.pdf/_/attachment/inline/b50f4717-688c-485d-9c26-10f79dc7da4d:c54837f873c98e13e7b898205deadcd056070f3b/Rapport%2023_2017_%20Evaluering%20av%20konkurransefremmende%20tiltak%20i%20prisutjevningsordningen%20for%20melk.pdf;Evaluering;Landbruksdirektoratet;093ac3f4-6dd3-4ee5-b713-c3ae844a41d8;no;2017-01-01 20:17:20;313397
Etatsstyring i forsvarssektoren;;Evaluering;Universitetet i Oslo (UiO);093d7464-da34-4db0-93d7-6a884ece6f8d;nob;2015-01-01 00:00:00;84817
Ny rapport om frivillige organisasjoners inntekter, utgifter og momsbelastning;https://www.regjeringen.no/no/dokumenter/ny-rapport-om-frivillige-organisasjoners/id543231/;Ukategorisert;International Research Institute of Stavanger;093e2269-d9cb-4b0e-afbe-eda9520edfc5;nob;2009-01-21 00:00:00;248129
