title,source_document_url,type,uuid,language,published_at,evaluation_type,sector,series,series_number,datainnsamling 1,datainnsamling 2,datainnsamling 3,datainnsamling 4,datainnsamling 5,method,length
Rapportering til besvær?,,Evaluering,3aee3b79-0b9e-47cd-a252-c537a1d4ad76,nob,2011,Tidsuavhengig evaluering,Offentlig forvaltning,Rapport,2011:09:00,Intervju,Dokumentstudier,Observasjon,,,"Dokumentstudier av budsjettproposisjoner, tildelingsbrev, supplerende tildelingsbrev og oppdragsbrev, Årsrapporter, halvårsrapporter, statistikk, tilstandsrapporter, Statlig regelverk, retningslinjer og veiledninger, veiledninger og retningslinjer fra KD, Intervju: gruppeintervju, Observasjon: etatsstyringsmøter",273418
Utvikling av drabantbyer,,Evaluering,3b06da82-b2a8-4111-946d-6777ade3fb3d,nob,2007,Tidsuavhengig evaluering,Bolig og eiendom,NIBR-rapport,2006:13:00,Dokumentstudier,,,,,,208286
Sjåfører i langtransport,,Evaluering,3b136cb0-aa4a-4215-b555-223f8ab338c9,nob,2011,Tidsuavhengig evaluering,Transport og kommunikasjon,TØI-rapport,1138/2011,Intervju,,,,,Intervjuer,312324
Riksrevisjonens undersøkelse av kodekvaliteten ved helseforetakene,,Riksrevisjonsrapport,3b3154f2-9f79-4487-9a66-689ec12c48db,nob,2006,Tidsuavhengig evaluering,Konstitusjonelle organer ,Dokument,3:7 (2005-2006),Spørreskjema,Dokumentstudier,Statistikk,,,"Revisjon av pasientjournaler, IT-revisjon, ",193820
Evaluering av Håndbok i drift av psykiatriske poliklinikker,,Evaluering,3b59319c-df27-4ebe-8033-511b583ab864,nob,2005,Etterevaluering,Helse og omsorg,SINTEF rapport,A055014,Statistikk,,,,,,556
Evaluering av handlingsprogram for universell utforming,,Evaluering,3b6fd6ba-3b16-49cf-880c-fcce922f5860,nob,2005,Etterevaluering,Innvandring og inkludering,NIBR-notat,2005:121,Dokumentstudier,,,,,,45913
Evaluering av bruken av midler til opprydding i forurenset grunn og forurenset sjøbunn,,Evaluering,3b86b928-1bd6-40a5-8d2e-59eeec34b545,nob,2019,Etterevaluering,Miljø,Menon-publikasjon,114/2019,Observasjon,,,,,,383301
Bildeling i hovedstadsområdet,,Evaluering,3b8ac67b-ef0c-4aec-9bf2-4e0a7ebd8cf9,nob,2011,Forhåndsevaluering,Transport og kommunikasjon,TØI-rapport,1156/2011,Intervju,Spørreskjema,Dokumentstudier,,,,158294
Review and Appraisal of Norwegian Support to the Asian Institute of Technology (AIT),,Evaluering,3ba64291-481f-4c72-9271-ad2aa9de1c79,eng,2005,Underveisevaluering,Internasjonalt,Noragric Report,28,Intervju,Dokumentstudier,,,,,167037
Riksrevisjonens undersøkelse av virksomhetsstyringen ved universitetene,,Riksrevisjonsrapport,3bd76e41-2641-4f8f-a6e4-3bb3fb79fedd,nob,2004,Tidsuavhengig evaluering,Konstitusjonelle organer ,Dokument,3:3 (2004-2005),Intervju,Dokumentstudier,,,,,133207
Evaluering av økonomigruppen ved FFI,,Evaluering,3be13bb2-918c-455e-b96b-bc202dbae6f2,nob,2009,Tidsuavhengig evaluering,Utdanning og forskning,,,Dokumentstudier,,,,,,NULL
Delrapport 2 fra evaluering av forsøk med halvårsvurdering med én eller to karakterer i norsk:  Erfaringer fra forsøket i videregående skole,,Evaluering,3bec62a4-8159-4f6e-9aaa-9fd2b1784633,nob,2016,Underveisevaluering,Utdanning og forskning,NIFU-rapport,2016:29:00,Intervju,Spørreskjema,,,,,282134
Evaluering av Husbankens kompetansetilskudd,,Evaluering,3bf5f9bb-daeb-454a-8065-00be1f686236,nob,2009,Etterevaluering,Bolig og eiendom,,,Intervju,Dokumentstudier,,,,,187654
Kartlegging av mastergrader i lærerutdanningene,,Evaluering,3c178af0-6884-4095-83a5-396f947f3b07,nob,2008,Tidsuavhengig evaluering,Utdanning og forskning,,,Intervju,Dokumentstudier,,,,,51710
Riksrevisjonens undersøkelse av materiellinvesteringsprosjekter i Forsvaret,,Riksrevisjonsrapport,3c294832-ccee-473e-acb8-c73b046bde21,nob,2005,Tidsuavhengig evaluering,Konstitusjonelle organer ,Dokument,3:16 (2004-2005),Intervju,Spørreskjema,Dokumentstudier,Statistikk,,,173585
Evaluation of the Norwegian Petroleum-Related Assistance,,Evaluering,3c2dd225-1ee4-498c-86d1-42c5fc45cd69,eng,2007,Etterevaluering,Internasjonalt,2007,1,Intervju,Dokumentstudier,Statistikk,,,,283943
Regulering av fjernvarme,,Evaluering,3c369ce5-6c31-4482-9646-e4792ef443ef,nob,2007,Forhåndsevaluering,Energi,,,Dokumentstudier,,,,,,129864
Evaluering av nytt refusjonsvilkår for blodtrykksbehandling (tiazidregelen) ,,Evaluering,3c3a5c52-e9bc-4ef3-81a0-fbdf0632c090,nob,2006,Tidsuavhengig evaluering,Helse og omsorg,,,Intervju,Dokumentstudier,,,,,20202
Spørsmål til Skole-Norge våren 2015,,Evaluering,3c489d3c-498a-48a2-9789-32d12f1bb629,nob,2015,Tidsuavhengig evaluering,Utdanning og forskning,Rapport,19/2015,Spørreskjema,,,,, Kvantitativ metode- utvalgsundersøkelse,386466
Lokal forvaltning av store verneområder,,Evaluering,3c56eb5e-e8a9-4236-b7ee-52f323fcd806,nob,2006,Etterevaluering,Offentlig forvaltning,NIBR-rapport,18/2006,Dokumentstudier,Observasjon,,,,,239916
ERMS- and PROOF programmes,,Evaluering,3c7945aa-f12b-4d97-857f-93d1fc0a1c4c,eng,2006,Underveisevaluering,Miljø,SINTEF rapport,A06225,Observasjon,,,,,Analyse av prøver og målinger,177548
Ekstern utredning om virkninger av konkurransetilsynets håndheving,,Evaluering,3c9ebfb3-1413-4e20-bb02-4caa3f6bce20,nob,2007,Tidsuavhengig evaluering,Offentlig forvaltning,,,Intervju,Dokumentstudier,,,,,336152
Modell for læring til arbeidslivet for personer med Asperger syndrom,,Evaluering,3cb2fa4c-3545-4cc1-8b9b-9296532b8491,nob,2012,Underveisevaluering,Arbeid og velferd,,,Intervju,,,,,,108387
Activity-Based Financial Flows in the UN-system,,Evaluering,3cd653f4-8f3f-49f1-82a0-0cce3996e57d,eng,2011,Etterevaluering,Internasjonalt,Evalueringsrapport,sep.11,Intervju,Dokumentstudier,Observasjon,,,,232263
STEP - ungdom møter ungdom,,Evaluering,3cdfd04c-1988-4b5a-b7e8-1cbcf1c25848,nob,2005,Tidsuavhengig evaluering,Helse og omsorg,Rapport,2005:01:00,Intervju,,,,,,45161
Evaluering : mentorpiloter in 2008/09,,Evaluering,3ce1dbd0-4b4e-4157-a775-80191d11a3da,nob,2009,Etterevaluering,Kommuner og distrikter,,,Intervju,Dokumentstudier,Statistikk,,,,191070
Kartlegging av rådgivnings- og konfliktløsningstilbudet i Norge,,Evaluering,3cf8a7da-388d-4dc4-9e19-9e826fc568e3,nob,2008,Tidsuavhengig evaluering,Offentlig forvaltning,Rapport,2008:01:00,Intervju,Spørreskjema,Dokumentstudier,,,,359028
Revelation of Tax Evasion by Random Audits,,Evaluering,3cf92bbe-07f9-431a-8e79-2f5107a60225,eng,2010,Forhåndsevaluering,Økonomi,Rapport,jan.10,,,,,,,205657
Lokalt og regionalt folkehelsearbeid 2007-2010,,Evaluering,3d01869f-de06-4ca6-8ac0-0d80c497bb01,nno,2010,Etterevaluering,Helse og omsorg,Rapport,feb.10,Dokumentstudier,,,,,,43323
Realising Potential:  Evaluation of Norway’s Support to Education in Conflict and Crisis through Civil Society Organisations,,Evaluering,3d1cf697-2733-4c2e-938a-90662b7da4d8,eng,2017,Etterevaluering,Internasjonalt,Rapport,sep.17,Intervju,Dokumentstudier,Statistikk,Observasjon,,,222592
"Return with Dignity, Return to What? Review of the Voluntary Return Programme to Afghanistan.",,Evaluering,3d378d50-dfc6-4cf0-a97f-4ac178d0622c,eng,2008,Tidsuavhengig evaluering,Innvandring og inkludering,Rapport,jun.08,Intervju,Dokumentstudier,,,,"Kvalitativ metode: dokumentstudier, semi-strukturerte intervjuer med relevante informanter, feltarbeid.",247835
Riksrevisjonens undersøkelse av næringsutvikling i landbruket,,Riksrevisjonsrapport,3d39f02b-7dac-4580-9a3a-6ad46f0fc122,nob,2008,Tidsuavhengig evaluering,Konstitusjonelle organer ,Dokument,3:5 (2007-2008),Intervju,Dokumentstudier,,,,,293773
Climate Change Scenarios,,Evaluering,3d607012-d15e-4bed-888d-2a9bb8e094cd,eng,2012,Samfunnsøkonomisk analyse,Økonomi,,,Dokumentstudier,Statistikk,,,,,169228
Dømt til samfunnsstraff,,Evaluering,3d6574e7-e04d-427b-9538-64f5c9a38b65,nob,2006,Underveisevaluering,Offentlig forvaltning,KRUS dokumentasjon & debatt,jan.06,Intervju,Spørreskjema,Observasjon,,,,237838
Mindre arbeidsledighet uten dagpengerettigheter?,,Evaluering,3d7dac5b-4788-48cb-af79-edf9b660b6da,nob,2011,Tidsuavhengig evaluering,Arbeid og velferd,,,Statistikk,,,,,,46356
Evaluation of Norwegian Development Cooperation to Promote Human Rights,,Evaluering,3d899aa3-e069-4c30-b12c-b8c5c2ec3d11,eng,2011,Etterevaluering,Internasjonalt,Evaluation Report,jul.11,Intervju,Dokumentstudier,,,,Feltarbeid,446176
Fortellinger om motivasjon,,Evaluering,3d9733f2-242f-4750-890c-5cf0a2a582dd,nob,2012,Tidsuavhengig evaluering,Arbeid og velferd,Fafo-rapport,2012:27:00,Intervju,Dokumentstudier,,,,,190990
Kompensasjonsordninga for bortfall av differensiert arbeidsgjevaravgift,,Evaluering,3d9b4c10-6112-4ab6-bd51-07fb44f443c2,nno,2007,Etterevaluering,Kommuner og distrikter,Forskningsrapport,63,Intervju,Spørreskjema,Observasjon,,,,280207
Fra kunnskapsoppbygging til mobilisering av ansvar,https://www.fafo.no/zoo-publikasjoner/fafo-rapporter/fra-kunnskapsoppbygging-til-mobilisering-av-ansvar,Ukategorisert,3da2db5e-99cc-429d-bf31-02db15015c1b,nob,,Underveisevaluering,Arbeid og velferd,Fafo-rapport,533,Intervju,Dokumentstudier,Observasjon,,,"Individuelle intervjuer, gruppeintervjuer. Tilfeldig utvalg.",330857
Review of the Tanzania - Norway NUFU Programme 2007-2011,,Evaluering,3db5be32-4659-4c72-8107-c84c9f236f42,eng,2010,Etterevaluering,Utdanning og forskning,,,Intervju,Dokumentstudier,,,,,93827
Evaluering av de regionale etablererkontorene i Telemark 2004,,Evaluering,3de431f1-0fec-4d55-bcdc-4bb51497e0e2,nob,2005,Etterevaluering,Næringsliv,,,Spørreskjema,Dokumentstudier,Statistikk,,,,116075
Ytterligere reduksjon av svart karbon og metan,,Evaluering,3e01798b-4cb1-402a-868a-77dc1752d18e,nob,2016,Forhåndsevaluering,Miljø,,,Dokumentstudier,,,,,,117511
Tilskudd til miljøvennlig spredning av husdyrgødsel,,Evaluering,3e0c3019-7e2d-467a-8e36-8ea862fe7b8f,nob,2011,Etterevaluering,"Mat, fisk og landbruk",Rapport,sep.11,Dokumentstudier,Statistikk,,,,Innsamlet søknadsstatistikk,95215
Adferdssenteret - norsk senter for studier av atferdsproblemer og innovativ praksis AS,,Evaluering,3e1be5a1-576f-49c0-ba6d-922b81791603,dan,2016,Underveisevaluering,Familie og oppvekst,,,Intervju,Spørreskjema,Dokumentstudier,,,To vedlegg til hovedrapporten: Kunnskapsoversikt og gjennomgang av implementeringsvirksomheten,170886
Verdsetting av riksvegfergetilbudet i Norge,,Evaluering,3e1c0126-1fac-42fb-aeb2-75dfc4ab7a34,nob,2008,Tidsuavhengig evaluering,Transport og kommunikasjon,SIB-rapport,apr.08,Spørreskjema,Dokumentstudier,Statistikk,,,,257809
Kollektivtrafikk i fylkeskommunal regi,,Evaluering,3e2d8d77-fb5c-4aa9-9c18-e6281bf6f351,nob,2012,Underveisevaluering,Transport og kommunikasjon,TØI-rapport,1197/2012,Statistikk,,,,,,86984
Statlig kjøp av posttjenester,,Evaluering,3e37241f-abfc-45a1-b978-1153f0f6473a,nob,2005,Etterevaluering,Transport og kommunikasjon,Econ-rapport,2005-104,,,,,,,NULL
Universell utforming og tilgjengelighet i norsk boligpolitikk,,Evaluering,3e4254d1-4c6e-443e-a89c-c6f9e65cc8e4,nob,2012,Tidsuavhengig evaluering,Bolig og eiendom,NOVA notat,mai.12,Intervju,Dokumentstudier,,,,,252569
Først ombord og først i land,,Evaluering,3e4bbb8c-1c51-418d-895d-a1fabe892e2f,nob,2007,Etterevaluering,Transport og kommunikasjon,SIB-notat,1006/2007,Spørreskjema,Statistikk,,,,Strategisk utvalgsmetode,117637
KVU Rv. 15 Strynefjellet,,KVU/KS1/KS2,3e50c568-39ff-452f-8db0-a0b1a1d5c2ae,nno,2012,Forhåndsevaluering,Transport og kommunikasjon,,,Dokumentstudier,Statistikk,,,,,181183
Bruk av khat i Norge,,Evaluering,3e51846b-6b0a-4ada-b014-f8173797314f,nob,2006,Tidsuavhengig evaluering,Helse og omsorg,NOVA Skriftserie,jan.06,Intervju,,,,,,143009
Riksrevisjonens undersøkelse av fiskeriforvaltningen i Nordsjøen og Skagerrak,,Riksrevisjonsrapport,3e533739-4c7b-44d0-a49f-e95c6668ea61,nob,2017,Etterevaluering,"Mat, fisk og landbruk",Dokument, 3:9 (2016-2017),Intervju,Dokumentstudier,Statistikk,,,,342877
"Kalking av sure vassdrag, reetablering av oter, mink og vannspissmus",,Evaluering,3e857613-d74d-43b9-9777-0535bc8eeedd,nob,2007,Etterevaluering,Miljø,NINA rapport,245/2007,Dokumentstudier,Observasjon,,,,,126489
Livsopphold ved startlån,,Evaluering,3eb1f898-a465-4874-bf7f-53ba31302921,nob,2012,Tidsuavhengig evaluering,Økonomi,SIFO - Oppdragsrapport ,apr.12,Dokumentstudier,Statistikk,,,,,48672
Justisdepartementet - fremtidens departement?,,Evaluering,3eb27972-d6d5-44fa-a567-194db18fc8c5,nob,2003,Etterevaluering,Offentlig forvaltning,,,Intervju,Spørreskjema,Dokumentstudier,,,,143679
Evaluering av forbud mot synlig oppstilling av tobakksvarer,,Evaluering,3eb2d574-35b6-4490-b57c-e2bb563a49c1,nob,2011,Tidsuavhengig evaluering,Helse og omsorg,Fagrapport,feb.11,Spørreskjema,Statistikk,,,,,336441
Evaluering av faglig og økonomisk styring i det statlige barnevernet,,Evaluering,3ed1f5c4-fa86-4ab0-becd-3fe2ae20f9cb,nob,2011,Underveisevaluering,Familie og oppvekst,,,Intervju,Spørreskjema,Dokumentstudier,Statistikk,,"Dokumenter ble hentet inn fra ulike nivå i det statlige barnevernet, og omfatter blant annet forarbeid til reformen, sentrale strategier og styringsdokumenter. Statistikk er innhentet fra SSB (StatRes), barnevernets saksbehandlingssystem, andre interne rapporteringssystem og årsrapporter. Intervjuer har blitt gjennomført med totalt 50 personer fra departement, direktorat, og regionene i Bufetat. To spørreundersøkelser er gjennomført; en til alle ledere og ansatte i fagteam og en til representanter for ledelsen i de ulike regionene.",552930
Riksrevisjonens undersøkelse vedrørende miljørettet bistand,,Riksrevisjonsrapport,3ee4e92d-c418-447e-bf6d-aab03154b29d,nob,2002,Tidsuavhengig evaluering,Konstitusjonelle organer ,Dokument,3:4 (2002-2003),Intervju,Dokumentstudier,Statistikk,,,"Arkivgjennomgang, feltbesøk, prosjektanalyser",186819
Counrty Evaluation Brief: Myanmar ,,Evaluering,3eeeb197-8080-46c9-8688-6ba6754ccc1f,eng,2017,Etterevaluering,Internasjonalt,Rapport,okt.17,Dokumentstudier,Statistikk,,,,,69280
Stønadsordningen for enslige forsørgere,https://www.fafo.no/zoo-publikasjoner/fafo-rapporter/item/stonadsordningen-for-enslige-forsorgere,Ukategorisert,3eef09a9-fabc-4a6f-b6e3-65fa9d3ca833,nob,2010,Tidsuavhengig evaluering,Familie og oppvekst,Fafo-rapport,Fafo-rapport 2010:32,Statistikk,,,,,,351524
Politiets nasjonale innbyggerundersøkelse 2008,,Evaluering,3f0307cc-a363-4946-afc0-b08ea96d5d5f,nob,2009,Underveisevaluering,Lov og rett,,,Intervju,Spørreskjema,Statistikk,,,"CATI telefonintervju, TNS Gallups befolkningsdatabase, utvalget av personer med innvandrerbakgrunn fra ikke-vestlige land er trukket fra folkeregisteret",146467
Altinn - en plattform å satse på?,,Evaluering,3f04d488-a16c-43cc-ba8c-4242404687a4,nob,2012,Underveisevaluering,Offentlig forvaltning,,,Intervju,Dokumentstudier,,,,Intervju av strategisk utvalgte objekter. Dokumentstudier av alt tilgjengelig dokumentasjon av temaet. Etterfølgende analyse.,120876
Refusjonsordningen for spillolje,,Evaluering,3f0608e0-caad-4518-9593-19caf9501cd7,nob,2011,Tidsuavhengig evaluering,Miljø,,,Dokumentstudier,Observasjon,,,,,75678
Klimakur 2020,,Evaluering,3f1903b6-1734-4cf1-b59b-7dfcfa7b6d96,nob,2010,Samfunnsøkonomisk analyse,Transport og kommunikasjon,TØI-rapport,1056/2010,Dokumentstudier,Statistikk,,,,,77713
Studiefrafall og studiestabilitet,,Evaluering,3f397435-da9d-418d-a5b8-1a8f14c79e3d,nob,2006,Underveisevaluering,Utdanning og forskning,,,Statistikk,,,,,,137074
"Samarbeidsdrevet innovasjon i NAV: Sluttrapport fra evalueringen av ""Praksis- og kunnskapsutvikling i NAV-kontor""",,Evaluering,3f3f46c9-643b-4228-9a5d-e9f7ec35d98e,nob,2017,Underveisevaluering,Arbeid og velferd,AFI-rapport,2017:05:00,Intervju,Spørreskjema,Dokumentstudier,Observasjon,,,NULL
Kunstaktiv ungdom på internett,,Evaluering,3f431f17-6e37-4131-b8c9-4eab08a02f82,nob,2005,Underveisevaluering,"Kultur, fritid og livssyn",Rapport,jan.05,Intervju,Spørreskjema,Observasjon,,,,351912
Riksrevisjonens undersøkelse av NAVs innsats for et inkluderende arbeidsliv gjennom arbeidslivssentrene og tilretteleggingstilskuddet,,Riksrevisjonsrapport,3f5404b2-cf16-4bb1-9f6d-43c80d54d054,nob,2009,Tidsuavhengig evaluering,Konstitusjonelle organer ,Dokument,3:15 (2008-2009),Intervju,Spørreskjema,Dokumentstudier,Statistikk,,,193501
"Følgeevaluering av ""FoU-inkubatorer med distribuerte løsninger""",,Evaluering,3f573469-e1e2-462d-b01a-6e96c463f294,nob,2009,Underveisevaluering,Kommuner og distrikter,NF-rapport,apr.09,Intervju,Spørreskjema,,,,Survey i hele populasjonen. Dybdeintervju med enkelt-cases.,165525
Elevundersøkelsen 2017,,Evaluering,3f6bbb41-9e20-44c4-a716-6d03744a3ce7,nob,2018,Etterevaluering,Utdanning og forskning,,,Intervju,Spørreskjema,Statistikk,,,"Tverrsnittsundersøkelse, deskriptiv statistikk, faktoranalyse, reliabilitetsanalyse, regresjonsanalyse, flernivå regresjonsanalyse, kvalitative intervjustudier, casestudier",431759
En gjennomgang av ulike studier som forsøker å kvantifisere logistikkkostnadene,,Evaluering,3f89a365-4ff6-47f7-9eaa-ce85c983fbbc,nob,2008,Samfunnsøkonomisk analyse,Transport og kommunikasjon,TØI-rapport,969/2008,Dokumentstudier,,,,,,73541
Systematisk HMS-arbeid i havbruksnæringen,,Evaluering,3f8fe180-b990-4cf8-b79d-1cff33c595b5,nob,2005,Tidsuavhengig evaluering,"Mat, fisk og landbruk",Rapport RF,2005/060,Spørreskjema,,,,,,192438
Evaluation of Norway’s Engagement in Somalia 2012–2018,,Evaluering,3f9f33ff-71eb-4cea-8a3b-0fef03e748e3,eng,2020,Etterevaluering,Internasjonalt,Rapport,jul.20,Intervju,Dokumentstudier,Statistikk,,,,333930
Evaluering av prikkbelastning av førerkortet ,,Evaluering,3fed7373-f1e3-4e68-9ab1-7a7258721913,nob,2008,Forhåndsevaluering,Transport og kommunikasjon,SINTEF rapport,A4448,Intervju,Spørreskjema,Statistikk,,,I tre av spørreundersøkelsene ble det trukket et tilfeldig utvalg på 10.000 personer fra,210012
Overvåking av elvemusling Margaritifera margaritifera i Norge,,Evaluering,40233e12-845b-4b72-b3eb-97177db66638,nob,2007,Underveisevaluering,Miljø,NINA rapport,254,Observasjon,,,,,,126628
Universell utforming som strategi,,Evaluering,404b4d38-6701-4033-bdaa-225e8e943853,nob,2010,Etterevaluering,Arbeid og velferd,NIBR-rapport,2010:11:00,Intervju,Dokumentstudier,Observasjon,,,,355204
Samspill uten retning og midler? Hvem skal aktivere hvem?,,Evaluering,405f4d68-99d3-44a1-a29f-574a76678d6c,nob,2009,Etterevaluering,Helse og omsorg,,,Intervju,Dokumentstudier,,,,,457232
Evaluering av kriminalomsorgens organisering,,Evaluering,4067cd04-73a1-4945-9d08-bb1c5a03f50a,nob,2017,Tidsuavhengig evaluering,Offentlig forvaltning,Difi-rapport,2017:08:00,Intervju,Dokumentstudier,,,,,174604
Å leve med epilepsi,,Evaluering,406f9c6a-eb86-44a1-91ce-70aea768373e,nob,2006,Tidsuavhengig evaluering,Helse og omsorg,NOVA-rapport,11.jun,Intervju,Spørreskjema,,,,,346910
Marensroprosjektet : arbeidsplasser for personer med omfattende fysiske funksjonsnedsettelser og arbeidstakere fra Varig Tilrettelagt Arbeid (VTA),,Evaluering,4078c60b-9126-4eac-8be6-d46d41d98a6f,nob,2008,Underveisevaluering,Arbeid og velferd,SINTEF rapport,A7162,Intervju,Dokumentstudier,,,,,114710
Styrking av planforskning og planleggerutdanning i Norge,,Evaluering,407e103a-d796-4eac-9ed4-34fecf8a07fd,nob,2011,Forhåndsevaluering,Miljø,NIBR-rapport,14/2011,Intervju,Dokumentstudier,,,,,230995
Med hjartet på rette staden,,Evaluering,40805bc7-d300-43fd-bf47-82603eb8e794,nob,2010,Underveisevaluering,Arbeid og velferd,Prosjektrapport,okt.10,Intervju,Dokumentstudier,,,,Dokkumentanalyse og åpne informantintervjuer,125662
Allmenngjøring av tariffavtaler,,Evaluering,4082841c-c280-4c9d-b578-fb21469166d1,nob,2010,Etterevaluering,Arbeid og velferd,Econ-rapport,feb.10,Dokumentstudier,Statistikk,,,,,284421
Administrativ gjennomføring og brukervurdering av SkatteFUNN,,Evaluering,40a8104c-9b93-442e-b4a1-58b25b6d26ed,nob,2007,Underveisevaluering,Næringsliv,Rapport,49/2007,Spørreskjema,,,,,,222419
Evaluering av Norges geologiske undersøkelse,,Evaluering,40b06d99-4f0a-417b-95ec-ece759b6557b,nob,2007,Underveisevaluering,Offentlig forvaltning,Econ-rapport,2007-136,Intervju,Spørreskjema,Dokumentstudier,,,,129716
Anbefalinger til økt bioenergisatsning innenfor veksthusnæringa,,Evaluering,40ceb275-8220-45a2-8780-489a64119feb,nob,2007,Forhåndsevaluering,"Mat, fisk og landbruk",,,Dokumentstudier,Statistikk,,,,,51731
Helhetlig boligplanlegging,,Evaluering,40e5353d-e229-4188-96e7-6c286dfd279d,nob,2015,Etterevaluering,Offentlig forvaltning,NIBR-rapport,2015:21:00,Dokumentstudier,Statistikk,,,,,269205
